site_id,rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
01466500,1.409278,0.451797,3.420689,0.731672,0.322869,-0.635578,-3.349492,0.701834,-26.194682,-17.250786,0.5895,0.430232,do_min,train,10,0,100,0_baseline_LSTM
01472104,1.051268,0.771603,1.076966,1.915018,0.166584,-0.062282,-0.724439,1.680286,-0.543619,-4.626141,0.657279,0.797281,do_min,train,10,0,100,0_baseline_LSTM
01472119,1.200822,0.826316,1.114001,2.109575,0.20988,0.023274,-0.877655,1.857574,-4.912788,-3.260958,0.712025,0.845193,do_min,train,10,0,100,0_baseline_LSTM
014721254,0.56111,0.869038,1.103833,0.313522,0.071429,-0.292755,-1.066735,0.230281,-0.226556,-5.622054,0.860512,0.872675,do_min,train,10,0,100,0_baseline_LSTM
014721259,0.782958,0.570519,1.477932,0.670248,0.08424,-0.514948,-1.434223,0.403933,-3.217972,-5.088251,0.569471,0.630113,do_min,train,10,0,100,0_baseline_LSTM
01473499,1.069863,0.883489,0.87799,1.941916,0.201921,0.073536,-0.722064,1.791357,-1.766501,-6.583499,0.788244,0.887202,do_min,train,10,0,100,0_baseline_LSTM
01473500,0.912163,0.844855,1.285978,1.336051,0.118149,0.001771,-0.975778,1.179652,-1.415524,-7.563323,0.800603,0.853005,do_min,train,10,0,100,0_baseline_LSTM
01473675,1.052065,0.861703,0.999655,1.515444,0.159646,0.166013,-0.723186,1.338727,-2.185605,-5.533304,0.813541,0.885689,do_min,train,10,0,100,0_baseline_LSTM
01473780,1.13575,0.84172,1.136674,1.916307,0.16312,-0.047918,-0.936669,1.536635,-2.716253,-5.987686,0.784038,0.854607,do_min,train,10,0,100,0_baseline_LSTM
01474500,1.258068,0.764032,0.707019,2.638197,0.23675,0.324203,-0.61291,2.297735,-2.904264,-4.137249,0.555497,0.827236,do_min,train,10,0,100,0_baseline_LSTM
01480617,1.087406,0.680395,1.100402,2.447786,0.162956,0.074036,-0.772984,2.201653,-0.386987,-4.940784,0.560469,0.726029,do_min,train,10,0,100,0_baseline_LSTM
01480870,1.134767,0.647677,1.082986,2.527833,0.187014,-0.007729,-0.822253,2.222142,-1.707897,-4.220076,0.501098,0.697752,do_min,train,10,0,100,0_baseline_LSTM
01481000,0.786255,0.810896,0.943404,1.245111,0.098193,-0.075238,-0.690877,0.978261,-1.159443,-3.675969,0.773263,0.844472,do_min,train,10,0,100,0_baseline_LSTM
01481500,0.581663,0.933134,1.049486,0.740337,0.056775,-0.105735,-0.949654,0.59381,-3.318186,-5.732977,0.931035,0.90701,do_min,train,10,0,100,0_baseline_LSTM
01466500,1.400306,0.432039,3.381181,0.730515,0.301475,-0.677439,-3.302214,0.684541,-25.759389,-11.273801,0.55482,0.449441,do_mean,train,10,0,100,0_baseline_LSTM
01472104,1.165099,0.712379,1.478213,1.863238,0.14121,-0.053074,-1.049501,1.678109,-1.708092,-5.364572,0.642719,0.757835,do_mean,train,10,0,100,0_baseline_LSTM
01472119,1.136154,0.819414,1.250955,1.579712,0.135416,0.102596,-1.063209,1.457731,-5.544221,-5.27796,0.785351,0.851346,do_mean,train,10,0,100,0_baseline_LSTM
014721254,0.457692,0.907792,0.949224,0.383198,0.053208,-0.138255,-0.91147,0.337531,-0.031156,-6.687994,0.905109,0.852278,do_mean,train,10,0,100,0_baseline_LSTM
014721259,0.612277,0.73179,1.123568,0.754823,0.062893,-0.337125,-1.064654,0.407607,-1.844523,-5.199758,0.728028,0.704804,do_mean,train,10,0,100,0_baseline_LSTM
01473499,1.081505,0.874854,1.047548,2.026335,0.164893,0.050453,-0.930035,1.927298,-4.419952,-9.331071,0.80278,0.858526,do_mean,train,10,0,100,0_baseline_LSTM
01473500,1.019389,0.803225,2.071035,1.108677,0.105978,-0.03345,-1.466767,0.992389,-3.719914,-9.42189,0.790266,0.824016,do_mean,train,10,0,100,0_baseline_LSTM
01473675,1.001892,0.863475,1.013738,1.480235,0.130565,0.148134,-0.639488,1.396435,-1.457216,-9.233556,0.82891,0.880843,do_mean,train,10,0,100,0_baseline_LSTM
01473780,1.030433,0.863774,1.030048,1.501199,0.134861,-0.061498,-0.796297,1.369172,-2.768815,-4.703961,0.822119,0.858624,do_mean,train,10,0,100,0_baseline_LSTM
01474500,1.115733,0.791495,0.637776,1.912002,0.140375,0.192508,-0.533566,1.788318,-2.260565,-7.37507,0.734217,0.856763,do_mean,train,10,0,100,0_baseline_LSTM
01480617,0.944194,0.706364,1.303179,1.607308,0.103009,-0.178023,-1.012672,1.4072769999999999,-1.34783,-5.264932,0.665384,0.748575,do_mean,train,10,0,100,0_baseline_LSTM
01480870,0.999821,0.682339,1.107871,2.173771,0.12813,-0.068448,-0.833544,1.854212,-2.29983,-3.285406,0.58672,0.706952,do_mean,train,10,0,100,0_baseline_LSTM
01481000,0.771314,0.808027,1.059089,1.156008,0.083164,-0.102409,-0.76037,1.019552,-1.961595,-5.866628,0.786756,0.819463,do_mean,train,10,0,100,0_baseline_LSTM
01481500,0.50514,0.945781,0.93657,0.524622,0.04498,-0.050253,-0.839451,0.466505,-3.357223,-4.243422,0.948694,0.902999,do_mean,train,10,0,100,0_baseline_LSTM
01466500,1.360807,0.403738,3.1677,0.91576,0.283848,-0.67334,-3.069211,0.839851,-20.856414,-9.330064,0.479043,0.479192,do_max,train,10,0,100,0_baseline_LSTM
01472104,1.762252,0.510072,3.36089,2.319937,0.170834,0.032243,-2.776501,2.135262,-5.688834,-9.706417,0.476622,0.573064,do_max,train,10,0,100,0_baseline_LSTM
01472119,1.518132,0.723088,2.442804,1.96732,0.148595,0.072209,-2.218376,1.815248,-8.313453,-8.118623,0.706019,0.730523,do_max,train,10,0,100,0_baseline_LSTM
014721254,0.533813,0.873241,0.791593,0.880779,0.062336,0.143124,-0.744759,0.819911,0.002456,-19.61908,0.844746,0.781555,do_max,train,10,0,100,0_baseline_LSTM
014721259,0.485845,0.838731,0.620211,1.044542,0.05067,0.10124,-0.525164,0.779231,-0.164004,-16.294938,0.814303,0.759988,do_max,train,10,0,100,0_baseline_LSTM
01473499,1.399167,0.805028,1.906871,2.506625,0.176009,0.026729,-1.661047,2.421649,-11.780654,-16.135428,0.738528,0.769062,do_max,train,10,0,100,0_baseline_LSTM
01473500,1.408821,0.683735,3.281929,1.409306,0.124069,0.022825,-2.326075,1.332386,-3.984033,-23.878617,0.697572,0.710287,do_max,train,10,0,100,0_baseline_LSTM
01473675,1.168867,0.806363,1.693128,1.729579,0.133181,0.160967,-1.011014,1.649124,-4.697505,-10.382324,0.775892,0.84037,do_max,train,10,0,100,0_baseline_LSTM
01473780,1.137709,0.831089,1.180011,1.518002,0.135531,-0.103817,-0.829385,1.404177,-4.639569,-6.553131,0.794346,0.846469,do_max,train,10,0,100,0_baseline_LSTM
01474500,1.383438,0.658726,2.463251,1.855148,0.145697,0.037105,-1.434394,1.741133,-16.516922,-9.07351,0.636495,0.774133,do_max,train,10,0,100,0_baseline_LSTM
01480617,1.477273,0.439308,3.313684,1.442674,0.124033,-0.489333,-2.827039,1.306945,-9.307706,-9.643415,0.463175,0.528004,do_max,train,10,0,100,0_baseline_LSTM
01480870,1.36612,0.510017,2.552583,2.01666,0.12753,-0.258551,-2.132079,1.773193,-5.79371,-4.722382,0.486783,0.539294,do_max,train,10,0,100,0_baseline_LSTM
01481000,1.03901,0.674757,1.646723,1.492426,0.099412,-0.106129,-1.269001,1.358757,-3.812958,-8.725625,0.656245,0.698699,do_max,train,10,0,100,0_baseline_LSTM
01481500,0.54981,0.928228,0.896411,0.588702,0.04672,-0.011044,-0.759338,0.524389,-2.314972,-6.083631,0.931231,0.882773,do_max,train,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,0,100,0_baseline_LSTM
01472104,0.755759,0.735131,1.190847,0.827041,0.10129,-0.33561,-0.979568,0.746982,-2.528917,-5.598032,0.728816,0.705322,do_min,val,10,0,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,0,100,0_baseline_LSTM
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,0,100,0_baseline_LSTM
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,0,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,0,100,0_baseline_LSTM
01473500,0.799356,0.860949,0.73311,1.43971,0.109071,0.072325,-0.42069,1.289677,-0.204058,-8.429177,0.814949,0.89245,do_min,val,10,0,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,0,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,0,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val,10,0,100,0_baseline_LSTM
01475530,8.460043,-24.526757,12.195593,5.616822,2.888686,-8.206551,-12.184854,-5.598678,-722.699306,-140.78871,-441.699373,-0.832689,do_min,val,10,0,100,0_baseline_LSTM
01475548,7.935362,-9.440578,12.250697,3.094663,3.113649,-7.420757,-12.239131,-2.993735,-568.189285,-19.564231,-98.503393,-1.087908,do_min,val,10,0,100,0_baseline_LSTM
01480617,0.665977,0.811021,0.817697,0.329538,0.07603,-0.481966,-0.695431,0.00145,-1.592794,-0.036706,0.786495,0.924702,do_min,val,10,0,100,0_baseline_LSTM
01480870,0.662031,0.834143,0.785132,0.623757,0.081641,-0.436561,-0.709583,0.332969,-1.763369,-0.717696,0.806577,0.902049,do_min,val,10,0,100,0_baseline_LSTM
01481000,0.617945,0.87659,0.860382,0.729168,0.071484,-0.242905,-0.711479,0.590524,-1.069346,-4.304445,0.863085,0.885721,do_min,val,10,0,100,0_baseline_LSTM
01481500,0.522458,0.939288,0.854846,0.621829,0.052815,-0.154267,-0.711603,0.559965,-1.305241,-3.645527,0.934378,0.926743,do_min,val,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,0,100,0_baseline_LSTM
01472104,1.062598,0.583242,2.654048,0.650918,0.106227,-0.529068,-2.434066,0.542496,-3.598942,-2.812168,0.601597,0.627483,do_mean,val,10,0,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,0,100,0_baseline_LSTM
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,0,100,0_baseline_LSTM
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,0,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,0,100,0_baseline_LSTM
01473500,0.750919,0.865307,0.974457,1.128552,0.084959,0.113834,-0.489164,1.018666,-0.55946,-9.363921,0.845322,0.909117,do_mean,val,10,0,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,0,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,0,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val,10,0,100,0_baseline_LSTM
01475530,9.130355,-29.082685,12.442046,6.934648,3.101334,-8.95278,-12.358201,-6.929819,-458.03472,-1206.747222,-365.011308,-0.588279,do_mean,val,10,0,100,0_baseline_LSTM
01475548,8.779604,-12.269709,12.859713,4.334158,2.623067,-8.3705,-12.84079,-4.284861,-354.393759,-49.774412,-90.66226,-1.121195,do_mean,val,10,0,100,0_baseline_LSTM
01480617,0.58669,0.86027,0.800342,0.373038,0.057832,-0.368845,-0.674536,0.308766,-2.161267,-1.850364,0.858798,0.865629,do_mean,val,10,0,100,0_baseline_LSTM
01480870,0.637993,0.849188,0.939448,0.670634,0.064369,-0.353863,-0.839361,0.553317,-2.980209,-3.33808,0.850103,0.822761,do_mean,val,10,0,100,0_baseline_LSTM
01481000,0.656505,0.848473,0.926026,0.588061,0.066969,-0.321339,-0.788975,0.494316,-1.64565,-3.519994,0.840825,0.871743,do_mean,val,10,0,100,0_baseline_LSTM
01481500,0.457646,0.950055,0.812735,0.488481,0.041407,-0.124362,-0.67465,0.442459,-1.541887,-5.584517,0.951901,0.917785,do_mean,val,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01472104,1.751627,0.421116,4.428735,1.284472,0.145243,-0.670702,-4.137684,1.193678,-4.23319,-6.224391,0.43666,0.462506,do_max,val,10,0,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01473500,0.996485,0.786582,1.396885,1.314459,0.099285,0.221008,-0.962501,1.177979,-1.152732,-14.863259,0.769471,0.836988,do_max,val,10,0,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val,10,0,100,0_baseline_LSTM
01475530,10.402333,-29.511181,13.743221,7.966281,2.85182,-10.25355,-13.667556,-7.952503,-358.997446,-522.162479,-296.623975,-0.315799,do_max,val,10,0,100,0_baseline_LSTM
01475548,10.152072,-12.20647,15.321556,5.495481,2.299118,-9.735123,-15.304771,-5.460872,-449.75407,-76.685544,-78.468527,-0.9971,do_max,val,10,0,100,0_baseline_LSTM
01480617,0.906873,0.734644,1.601216,0.962553,0.078049,-0.288462,-1.411879,0.917581,-8.253215,-20.815582,0.743641,0.679194,do_max,val,10,0,100,0_baseline_LSTM
01480870,1.248953,0.6107,2.775587,1.246676,0.104161,-0.427252,-2.51821,1.189399,-9.145,-12.574927,0.639834,0.568646,do_max,val,10,0,100,0_baseline_LSTM
01481000,0.965309,0.697412,1.733089,0.928783,0.087023,-0.387828,-1.428637,0.81651,-4.383808,-6.068116,0.697465,0.75112,do_max,val,10,0,100,0_baseline_LSTM
01481500,0.551427,0.919161,0.854117,0.569512,0.047486,-0.134399,-0.716972,0.481502,-1.835962,-9.863417,0.921138,0.88889,do_max,val,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01472104,0.755759,0.735131,1.190847,0.827041,0.10129,-0.33561,-0.979568,0.746982,-2.528917,-5.598032,0.728816,0.705322,do_min,val_times,10,0,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01473500,0.799356,0.860949,0.73311,1.43971,0.109071,0.072325,-0.42069,1.289677,-0.204058,-8.429177,0.814949,0.89245,do_min,val_times,10,0,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_min,val_times,10,0,100,0_baseline_LSTM
01475530,8.460357,-24.501665,12.195593,5.616822,2.889105,-8.206589,-12.184854,-5.598678,-722.699306,-140.78871,-442.006753,-0.832922,do_min,val_times,10,0,100,0_baseline_LSTM
01475548,7.935539,-9.429805,12.250697,3.094663,3.113896,-7.420364,-12.239131,-2.993735,-568.189285,-19.564231,-98.45055,-1.087949,do_min,val_times,10,0,100,0_baseline_LSTM
01480617,0.665977,0.811021,0.817697,0.329538,0.07603,-0.481966,-0.695431,0.00145,-1.592794,-0.036706,0.786495,0.924702,do_min,val_times,10,0,100,0_baseline_LSTM
01480870,0.662031,0.834143,0.785132,0.623757,0.081641,-0.436561,-0.709583,0.332969,-1.763369,-0.717696,0.806577,0.902049,do_min,val_times,10,0,100,0_baseline_LSTM
01481000,0.617945,0.87659,0.860382,0.729168,0.071484,-0.242905,-0.711479,0.590524,-1.069346,-4.304445,0.863085,0.885721,do_min,val_times,10,0,100,0_baseline_LSTM
01481500,0.522458,0.939288,0.854846,0.621829,0.052815,-0.154267,-0.711603,0.559965,-1.305241,-3.645527,0.934378,0.926743,do_min,val_times,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01472104,1.062598,0.583242,2.654048,0.650918,0.106227,-0.529068,-2.434066,0.542496,-3.598942,-2.812168,0.601597,0.627483,do_mean,val_times,10,0,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01473500,0.750919,0.865307,0.974457,1.128552,0.084959,0.113834,-0.489164,1.018666,-0.55946,-9.363921,0.845322,0.909117,do_mean,val_times,10,0,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_mean,val_times,10,0,100,0_baseline_LSTM
01475530,9.130949,-29.05325,12.442046,6.934648,3.102129,-8.953196,-12.358201,-6.929819,-458.03472,-1206.747222,-364.778008,-0.588349,do_mean,val_times,10,0,100,0_baseline_LSTM
01475548,8.780221,-12.256887,12.859713,4.334158,2.623288,-8.370684,-12.84079,-4.284861,-354.393759,-49.774412,-90.576328,-1.121197,do_mean,val_times,10,0,100,0_baseline_LSTM
01480617,0.58669,0.86027,0.800342,0.373038,0.057832,-0.368845,-0.674536,0.308766,-2.161267,-1.850364,0.858798,0.865629,do_mean,val_times,10,0,100,0_baseline_LSTM
01480870,0.637993,0.849188,0.939448,0.670634,0.064369,-0.353863,-0.839361,0.553317,-2.980209,-3.33808,0.850103,0.822761,do_mean,val_times,10,0,100,0_baseline_LSTM
01481000,0.656505,0.848473,0.926026,0.588061,0.066969,-0.321339,-0.788975,0.494316,-1.64565,-3.519994,0.840825,0.871743,do_mean,val_times,10,0,100,0_baseline_LSTM
01481500,0.457646,0.950055,0.812735,0.488481,0.041407,-0.124362,-0.67465,0.442459,-1.541887,-5.584517,0.951901,0.917785,do_mean,val_times,10,0,100,0_baseline_LSTM
01466500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01472104,1.751627,0.421116,4.428735,1.284472,0.145243,-0.670702,-4.137684,1.193678,-4.23319,-6.224391,0.43666,0.462506,do_max,val_times,10,0,100,0_baseline_LSTM
01472119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
014721254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
014721259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01473499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01473500,0.996485,0.786582,1.396885,1.314459,0.099285,0.221008,-0.962501,1.177979,-1.152732,-14.863259,0.769471,0.836988,do_max,val_times,10,0,100,0_baseline_LSTM
01473675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01473780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01474500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,do_max,val_times,10,0,100,0_baseline_LSTM
01475530,10.403284,-29.484712,13.743221,7.966281,2.85245,-10.254378,-13.667556,-7.952503,-358.997446,-522.162479,-296.412196,-0.315746,do_max,val_times,10,0,100,0_baseline_LSTM
01475548,10.153255,-12.195887,15.321556,5.495481,2.299182,-9.735913,-15.304771,-5.460872,-449.75407,-76.685544,-78.386587,-0.997146,do_max,val_times,10,0,100,0_baseline_LSTM
01480617,0.906873,0.734644,1.601216,0.962553,0.078049,-0.288462,-1.411879,0.917581,-8.253215,-20.815582,0.743641,0.679194,do_max,val_times,10,0,100,0_baseline_LSTM
01480870,1.248953,0.6107,2.775587,1.246676,0.104161,-0.427252,-2.51821,1.189399,-9.145,-12.574927,0.639834,0.568646,do_max,val_times,10,0,100,0_baseline_LSTM
01481000,0.965309,0.697412,1.733089,0.928783,0.087023,-0.387828,-1.428637,0.81651,-4.383808,-6.068116,0.697465,0.75112,do_max,val_times,10,0,100,0_baseline_LSTM
01481500,0.551427,0.919161,0.854117,0.569512,0.047486,-0.134399,-0.716972,0.481502,-1.835962,-9.863417,0.921138,0.88889,do_max,val_times,10,0,100,0_baseline_LSTM
01466500,2.146711,-0.272023,5.067211,0.672284,0.527219,-1.181705,-5.003145,0.649523,-58.675324,-14.408268,-0.094571,-0.028756,do_min,train,10,1,100,0_baseline_LSTM
01472104,1.114663,0.743227,0.891827,2.137982,0.176258,0.088127,-0.336804,1.950266,-0.058516,-6.012504,0.616321,0.803586,do_min,train,10,1,100,0_baseline_LSTM
01472119,1.226442,0.818826,1.010221,2.182533,0.215413,0.138828,-0.790875,1.949519,-3.862434,-3.56078,0.696641,0.869535,do_min,train,10,1,100,0_baseline_LSTM
014721254,0.486255,0.901649,0.324942,0.163503,0.067795,-0.141246,0.116335,0.090364,0.89371,-0.800975,0.874343,0.862984,do_min,train,10,1,100,0_baseline_LSTM
014721259,0.543501,0.793049,1.109474,0.714766,0.059875,-0.26245,-0.947666,0.274585,-1.377001,-5.923872,0.782498,0.874496,do_min,train,10,1,100,0_baseline_LSTM
01473499,1.169631,0.860746,0.643754,2.102188,0.218821,0.114407,-0.334212,1.958998,-0.487274,-7.886937,0.751314,0.914906,do_min,train,10,1,100,0_baseline_LSTM
01473500,1.071302,0.785999,1.360898,1.556288,0.136867,-0.123416,-0.780264,1.498122,-1.705172,-10.619194,0.73242,0.831116,do_min,train,10,1,100,0_baseline_LSTM
01473675,1.111533,0.845626,0.937779,1.661805,0.172383,-0.0083,-0.622001,1.542583,-1.803452,-6.856213,0.782603,0.906954,do_min,train,10,1,100,0_baseline_LSTM
01473780,1.159068,0.835154,0.709753,1.783107,0.164341,0.034544,-0.4044,1.360359,-0.448931,-5.050031,0.780793,0.915527,do_min,train,10,1,100,0_baseline_LSTM
01474500,1.443676,0.689269,1.172696,2.345024,0.246262,-0.368101,-1.106936,1.951471,-9.74109,-3.058921,0.51906,0.79252,do_min,train,10,1,100,0_baseline_LSTM
01480617,1.141696,0.647686,1.212236,2.244055,0.165806,-0.194437,-0.796981,1.987369,-0.683233,-3.993027,0.54496,0.734983,do_min,train,10,1,100,0_baseline_LSTM
01480870,1.162131,0.63048,1.091885,2.558516,0.189506,0.024872,-0.651416,2.241886,-1.75258,-4.347569,0.48771,0.703496,do_min,train,10,1,100,0_baseline_LSTM
01481000,0.853623,0.777102,0.95467900000000006,1.292714,0.104909,-0.099898,-0.56517,1.066007,-1.211371,-4.040341,0.741185,0.841407,do_min,train,10,1,100,0_baseline_LSTM
01481500,0.688199,0.906398,0.914883,0.536278,0.066381,-0.207315,-0.786723,0.299184,-2.281547,-2.532876,0.905725,0.9513,do_min,train,10,1,100,0_baseline_LSTM
01466500,2.089929,-0.265132,4.9939,0.731528,0.476109,-1.151917,-4.943537,0.698892,-57.373937,-11.307851,-0.110316,-0.010785,do_mean,train,10,1,100,0_baseline_LSTM
01472104,1.188831,0.700543,1.357474,1.947995,0.144106,0.009225,-0.696727,1.780512,-1.283769,-5.956773,0.627913,0.779632,do_mean,train,10,1,100,0_baseline_LSTM
01472119,1.164484,0.810296,0.936448,1.661312,0.138959,0.215566,-0.72747,1.523931,-2.667262,-5.943288,0.77397,0.89333,do_mean,train,10,1,100,0_baseline_LSTM
014721254,0.371872,0.939129,0.265823,0.213426,0.046833,-0.076644,0.051329,0.172089,0.919133,-1.384847,0.926483,0.918217,do_mean,train,10,1,100,0_baseline_LSTM
014721259,0.496032,0.823965,1.15715,0.641655,0.049606,-0.209547,-1.036954,0.373394,-2.017105,-3.480099,0.830801,0.795945,do_mean,train,10,1,100,0_baseline_LSTM
01473499,1.121056,0.865533,0.674764,2.094017,0.171609,0.142373,-0.445292,1.996362,-1.248803,-10.032739,0.786387,0.905656,do_mean,train,10,1,100,0_baseline_LSTM
01473500,1.154681,0.747527,2.072061,1.294339,0.120345,-0.189535,-1.281041,1.225289,-3.724593,-13.204714,0.729547,0.820617,do_mean,train,10,1,100,0_baseline_LSTM
01473675,1.024166,0.857337,0.977279,1.519104,0.133829,0.043004,-0.561907,1.450905,-1.283646,-9.778045,0.820249,0.915905,do_mean,train,10,1,100,0_baseline_LSTM
01473780,1.017725,0.867113,0.688888,1.418545,0.133976,0.11955,-0.387701,1.27341,-0.685724,-4.093145,0.824446,0.923963,do_mean,train,10,1,100,0_baseline_LSTM
01474500,1.293001,0.719977,0.947624,1.63453,0.155691,-0.345237,-0.859582,1.460551,-6.198286,-5.120648,0.673052,0.830727,do_mean,train,10,1,100,0_baseline_LSTM
01480617,0.968184,0.691253,1.168073,1.591622,0.105322,-0.172113,-0.64813,1.372245,-0.886246,-5.143247,0.650188,0.796973,do_mean,train,10,1,100,0_baseline_LSTM
01480870,1.003746,0.67984,0.997405,2.215442,0.12896,0.032302,-0.454772,1.898532,-1.674584,-3.451284,0.581346,0.750599,do_mean,train,10,1,100,0_baseline_LSTM
01481000,0.803367,0.79174,0.982792,1.129244,0.086001,-0.098756,-0.560062,0.969298,-1.55026,-5.552363,0.771959,0.848254,do_mean,train,10,1,100,0_baseline_LSTM
