rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
1.993701,0.316086,5.074407,1.421771,0.59668,-0.508465,-4.501749,1.109185,-3.069907,-24.180666,0.381798,0.362655,GPP,train,10,9,100,2_multitask_dense
2.093847,-0.012002,2.652014,4.042979,NA,0.115728,-1.789207,3.481088,-45.178314,-3.883718,NA,0.321187,ER,train,10,9,100,2_multitask_dense
2.854805,0.45723,6.793789,3.307895,0.549923,-0.390111,-6.283438,3.008621,-6.461953,-9.347402,0.319306,0.414522,K600,train,10,9,100,2_multitask_dense
0.405463,-0.079259,1.093743,0.269617,0.443828,-0.126273,-0.949144,0.264217,-2.939124,-67.557943,-0.056602,-0.187277,depth,train,10,9,100,2_multitask_dense
1.04718,0.969262,0.970521,1.03855,0.096546,0.158663,-0.513873,0.573859,0.258528,0.382652,0.956894,0.981997,temp.water,train,10,9,100,2_multitask_dense
1.375223,0.703577,2.040404,1.296303,0.173605,-0.82583,-1.917016,0.898653,-6.981047,-1.753615,0.640118,0.784415,do_min,val,10,9,100,2_multitask_dense
1.31436,0.690124,2.028365,1.030746,0.145752,-0.8099,-1.818849,0.462667,-6.931175,-1.142996,0.627716,0.827874,do_mean,val,10,9,100,2_multitask_dense
1.661924,0.528981,3.227126,1.147223,0.158293,-0.759191,-2.640455,0.591971,-7.685874,-2.023021,0.484768,0.733856,do_max,val,10,9,100,2_multitask_dense
2.556665,0.206812,6.521846,2.481286,0.920765,-0.276053,-5.75813,2.212607,-3.848715,-176.688622,0.140506,0.200491,GPP,val,10,9,100,2_multitask_dense
5.340746,-1.75228,2.167164,11.708947,NA,3.199726,0.075166,11.044605,-30.382967,-13.173,NA,-0.307348,ER,val,10,9,100,2_multitask_dense
2.577587,0.41997,4.142822,2.516854,1.198343,-0.840692,-3.462374,1.488303,-2.878953,-29.832267,-2.084161,0.69391099999999994,K600,val,10,9,100,2_multitask_dense
1.672314,-3.069471,3.405324,0.254528,1.483771,-1.170051,-3.275869,0.248665,-13.354765,-47.23213,-5.56051,-0.84975,depth,val,10,9,100,2_multitask_dense
8.374422,-0.351638,18.4461,2.511682,0.654652,-4.997006,-18.079821,0.035373,-237.55035,-1.702384,-0.016319,0.393666,temp.water,val,10,9,100,2_multitask_dense
1.256694,0.743159,2.10235,0.679044,0.140134,-0.876641,-2.02502,0.085165,-14.276633,-1.704784,0.694975,0.829407,do_min,val_times,10,9,100,2_multitask_dense
1.285303,0.706829,2.336034,0.947835,0.13142,-0.855141,-2.057308,-0.307016,-12.302669,-5.963632,0.646503,0.847001,do_mean,val_times,10,9,100,2_multitask_dense
1.652352,0.53548,3.370975,0.817506,0.146051,-0.924026,-2.707317,-0.040784,-6.463099,-3.417205,0.486311,0.765409,do_max,val_times,10,9,100,2_multitask_dense
2.578162,0.235851,6.847943,2.211468,0.754073,-0.416021,-5.905855,1.902612,-3.241623,-92.981417,0.236641,0.234642,GPP,val_times,10,9,100,2_multitask_dense
3.82222,-0.797615,2.438575,8.896736,NA,1.294263,-0.811833,7.526634,-36.129888,-5.569792,NA,-0.022876,ER,val_times,10,9,100,2_multitask_dense
2.566807,0.492677,5.005991,2.729377,0.803045,-0.527401,-4.462434,0.643968,-5.895248,-21.729374,-0.791064,0.692029,K600,val_times,10,9,100,2_multitask_dense
1.051358,-2.289225,2.544442,0.266851,0.646951,-0.492847,-2.4682,0.262745,-19.579654,-70.792856,-1.010619,-0.750339,depth,val_times,10,9,100,2_multitask_dense
5.71933,0.362815,15.246344,2.293421,0.488604,-2.134314,-13.215513,1.472986,-180.458077,-1.473987,0.547329,0.666529,temp.water,val_times,10,9,100,2_multitask_dense
