rmse,nse,rmse_top10,rmse_bot10,rmse_logged,mean_bias,mean_bias_top10,mean_bias_bot10,nse_top10,nse_bot10,nse_logged,kge,variable,partition,nstates,rep_id,nepochs,model_id
1.048039,0.819877,1.09444,1.894281,0.172973,0.018779,-0.835988,1.33314,-1.738625,-1.698589,0.796758,0.838714,do_min,train,10,0,100,0_baseline_LSTM
0.939586,0.853978,1.026593,1.470047,0.126491,0.081789,-0.742357,0.967701,-1.841903,-0.090148,0.866408,0.870786,do_mean,train,10,0,100,0_baseline_LSTM
1.248534,0.786824,2.093913,1.362885,0.133363,0.106012,-1.551875,0.793701,-4.041728,0.228589,0.840718,0.825189,do_max,train,10,0,100,0_baseline_LSTM
1.2133100000000001,0.769267,1.863475,1.342064,0.155315,-0.627298,-1.754538,0.925451,-5.65694,-1.951459,0.711953,0.802526,do_min,val,10,0,100,0_baseline_LSTM
1.172046,0.753596,1.851877,1.175044,0.127875,-0.589591,-1.650494,0.799051,-5.611034,-1.785006,0.713439,0.821584,do_mean,val,10,0,100,0_baseline_LSTM
1.537566,0.596834,3.049729,1.378724,0.142214,-0.556357,-2.478554,1.095481,-6.757189,-3.366163,0.584123,0.721574,do_max,val,10,0,100,0_baseline_LSTM
1.160451,0.780992,2.169559,0.681233,0.123993,-0.822263,-2.115135,0.200622,-15.269,-1.722253,0.761195,0.813566,do_min,val_times,10,0,100,0_baseline_LSTM
1.186948,0.749981,2.443633,0.680011,0.11282,-0.743744,-2.215189,0.116559,-13.556353,-2.584277,0.739483,0.808047,do_mean,val_times,10,0,100,0_baseline_LSTM
1.585485,0.572315,3.522968,0.771936,0.132117,-0.747207,-2.963104,0.516646,-7.151273,-2.93848,0.579652,0.711229,do_max,val_times,10,0,100,0_baseline_LSTM
1.029442,0.826213,1.130293,1.702821,0.166041,-0.146481,-0.873548,1.008914,-1.920991,-1.180651,0.812721,0.854259,do_min,train,10,1,100,0_baseline_LSTM
0.946545,0.851807,1.164756,1.262693,0.123056,-0.193828,-0.888895,0.602113,-2.658323,0.195699,0.873566,0.878964,do_mean,train,10,1,100,0_baseline_LSTM
1.258545,0.783392,2.295208,1.216814,0.131917,-0.237628,-1.774486,0.543448,-5.057684,0.385083,0.844155,0.828595,do_max,train,10,1,100,0_baseline_LSTM
1.200828,0.77399,1.95965,1.217298,0.152591,-0.659759,-1.848777,0.75358,-6.361808,-1.428197,0.72197,0.809967,do_min,val,10,1,100,0_baseline_LSTM
1.246807,0.721158,1.9995,0.976305,0.138265,-0.731939,-1.807408,0.428876,-6.707044,-0.922601,0.664981,0.837449,do_mean,val,10,1,100,0_baseline_LSTM
1.66178,0.529063,3.259771,0.99238,0.157218,-0.765486,-2.628917,0.575485,-7.862492,-1.262047,0.491741,0.749247,do_max,val,10,1,100,0_baseline_LSTM
1.22214,0.757089,2.227523,0.670065,0.130241,-0.910641,-2.171441,0.205174,-16.149928,-1.633725,0.736521,0.806529,do_min,val_times,10,1,100,0_baseline_LSTM
1.262121,0.71731,2.498956,0.521695,0.120967,-0.890059,-2.256463,-0.005278,-14.222917,-1.109618,0.700499,0.814159,do_mean,val_times,10,1,100,0_baseline_LSTM
1.626165,0.550087,3.488238,0.508892,0.137745,-0.894372,-2.879473,0.081796,-6.991353,-0.711657,0.54308,0.753048,do_max,val_times,10,1,100,0_baseline_LSTM
1.085687,0.806704,0.841509,2.007072,0.17949,0.208422,-0.490243,1.203927,-0.61907,-2.029522,0.781154,0.873044,do_min,train,10,2,100,0_baseline_LSTM
0.960647,0.847359,0.879934,1.50039,0.130178,0.14616,-0.527118,0.78147200000000006,-1.087914,-0.135615,0.858508,0.898102,do_mean,train,10,2,100,0_baseline_LSTM
1.228357,0.793658,2.155889,1.280251,0.131293,-0.011346,-1.604961,0.603899,-4.344597,0.319297,0.845625,0.830754,do_max,train,10,2,100,0_baseline_LSTM
1.213303,0.76927,1.679779,1.050971,0.163836,-0.626769,-1.551222,0.32418400000000003,-4.409182,-0.809969,0.679481,0.881251,do_min,val,10,2,100,0_baseline_LSTM
1.270699,0.710369,1.752007,0.997206,0.149865,-0.672404,-1.538891,-0.030687,-4.917207,-1.0058,0.606409,0.873526,do_mean,val,10,2,100,0_baseline_LSTM
1.695275,0.509887,3.086566,1.060184,0.166385,-0.739624,-2.457503,0.060822,-6.945713,-1.581711,0.43074,0.758429,do_max,val,10,2,100,0_baseline_LSTM
1.152198,0.784096,2.011655,0.944514,0.138106,-0.66185,-1.943083,-0.007256,-12.986999,-4.233039,0.703736,0.870286,do_min,val_times,10,2,100,0_baseline_LSTM
1.243574,0.725557,2.373837,1.188101,0.132948,-0.687366,-2.072154,-0.415259,-12.736699,-9.941489,0.638233,0.856901,do_mean,val_times,10,2,100,0_baseline_LSTM
1.642887,0.540787,3.48841,1.155038,0.145831,-0.820527,-2.762927,-0.344663,-6.992143,-7.817761,0.487861,0.751626,do_max,val_times,10,2,100,0_baseline_LSTM
1.090589,0.804954,0.963307,2.04457,0.177813,0.148935,-0.594529,1.368208,-1.12167,-2.143779,0.785225,0.835016,do_min,train,10,3,100,0_baseline_LSTM
0.971058,0.844032,1.034597,1.564638,0.127693,0.09686,-0.718635,0.912542,-1.886388,-0.234953,0.863857,0.85695,do_mean,train,10,3,100,0_baseline_LSTM
1.267186,0.780407,2.296876,1.406768,0.132506,-0.008466,-1.806496,0.685957,-5.066492,0.178112,0.842759,0.80087,do_max,train,10,3,100,0_baseline_LSTM
1.104736,0.808714,1.619378,1.668797,0.147212,-0.281591,-1.453659,1.365287,-4.02717,-3.563487,0.741226,0.814079,do_min,val,10,3,100,0_baseline_LSTM
1.10063,0.782709,1.764783,1.358749,0.12106599999999999,-0.354166,-1.542835,1.073348,-5.003822,-2.723886,0.743147,0.816013,do_mean,val,10,3,100,0_baseline_LSTM
1.583142,0.572579,3.140511,1.428902,0.147325,-0.448379,-2.529185,1.170873,-7.225882,-3.689755,0.553696,0.692401,do_max,val,10,3,100,0_baseline_LSTM
1.077541,0.811169,2.107111,0.792061,0.109632,-0.605199,-2.030477,0.572112,-14.345901,-2.680054,0.813309,0.795603,do_min,val_times,10,3,100,0_baseline_LSTM
1.159624,0.76136,2.430369,0.777514,0.107648,-0.624869,-2.215654,0.353425,-13.398756,-3.685833,0.762819,0.774791,do_mean,val_times,10,3,100,0_baseline_LSTM
1.628578,0.548751,3.521521,0.886145,0.136663,-0.729399,-2.951672,0.630191,-7.14458,-4.190095,0.55023,0.672798,do_max,val_times,10,3,100,0_baseline_LSTM
1.088102,0.805843,1.171174,1.807188,0.173069,-0.171599,-0.914008,1.205907,-2.136111,-1.456149,0.796533,0.83238,do_min,train,10,4,100,0_baseline_LSTM
0.978618,0.841594,1.171094,1.391936,0.12626,-0.174257,-0.907694,0.835419,-2.698249,0.022624,0.866896,0.85794,do_mean,train,10,4,100,0_baseline_LSTM
1.232175,0.792374,2.265171,1.312415,0.12929,-0.128443,-1.737961,0.694957,-4.900169,0.284663,0.8503,0.815897,do_max,train,10,4,100,0_baseline_LSTM
1.417316,0.685153,2.234247,1.081936,0.181657,-0.888776,-2.084816,0.354062,-8.569506,-0.918196,0.605961,0.829563,do_min,val,10,4,100,0_baseline_LSTM
1.363562,0.66649,2.18978,0.97666,0.152319,-0.801417,-1.965435,0.18614,-8.243706,-0.923998,0.593413,0.843778,do_mean,val,10,4,100,0_baseline_LSTM
1.642591,0.539876,3.205323,1.205248,0.154484,-0.574617,-2.613735,0.601318,-7.568906,-2.336551,0.509265,0.740057,do_max,val,10,4,100,0_baseline_LSTM
1.46858,0.649247,2.795166,0.969202,0.163598,-1.103585,-2.680005,0.006359,-26.004298,-4.510175,0.584275,0.789498,do_min,val_times,10,4,100,0_baseline_LSTM
1.449475,0.627153,2.960972,0.974931,0.141773,-1.01961,-2.686324,-0.199665,-20.372195,-6.367453,0.588612,0.788757,do_mean,val_times,10,4,100,0_baseline_LSTM
1.687262,0.515645,3.814378,0.814696,0.140059,-0.885499,-3.243567,0.036436,-8.555545,-3.386893,0.527596,0.7062,do_max,val_times,10,4,100,0_baseline_LSTM
1.084044,0.807288,0.934751,2.051045,0.182306,0.161545,-0.597148,1.5635269999999999,-0.997745,-2.163723,0.774235,0.817695,do_min,train,10,5,100,0_baseline_LSTM
0.953163,0.849727,1.040708,1.518136,0.129694,0.034406,-0.744605,1.089875,-1.920589,-0.162637,0.859558,0.844859,do_mean,train,10,5,100,0_baseline_LSTM
1.255501,0.784438,2.360886,1.285265,0.132377,-0.12166,-1.855465,0.821846,-5.409328,0.313954,0.843066,0.794774,do_max,train,10,5,100,0_baseline_LSTM
1.064584,0.822366,1.589341,1.42832,0.141304,-0.407365,-1.459259,1.025836,-3.842408,-2.343035,0.761579,0.832945,do_min,val,10,5,100,0_baseline_LSTM
1.129791,0.771042,1.811773,1.07121,0.124398,-0.564214,-1.588961,0.572762,-5.327799,-1.314553,0.72881,0.848958,do_mean,val,10,5,100,0_baseline_LSTM
1.618363,0.55335,3.228592,1.042784,0.152084,-0.717486,-2.648361,0.474744,-7.693766,-1.497666,0.524396,0.746357,do_max,val,10,5,100,0_baseline_LSTM
1.060608,0.817057,2.03054,0.855885,0.112274,-0.645314,-1.956451,0.48053,-13.250852,-3.297024,0.804201,0.816178,do_min,val_times,10,5,100,0_baseline_LSTM
1.198916,0.744914,2.461821,0.768114,0.114919,-0.74627,-2.192008,0.063904,-13.77384,-3.573215,0.729697,0.813871,do_mean,val_times,10,5,100,0_baseline_LSTM
1.671368,0.524727,3.685627,0.782613,0.14176,-0.912303,-3.086327,0.013434,-7.921354,-3.048181,0.516055,0.727541,do_max,val_times,10,5,100,0_baseline_LSTM
1.069831,0.812308,0.973769,1.86651,0.171295,0.090507,-0.648994,1.078433,-1.168006,-1.620044,0.800682,0.871016,do_min,train,10,6,100,0_baseline_LSTM
0.948111,0.851316,0.927437,1.382424,0.122679,0.10953,-0.59267,0.669012,-1.31943,0.035937,0.874339,0.90703,do_mean,train,10,6,100,0_baseline_LSTM
1.269692,0.779538,2.088209,1.237118,0.13177,0.161641,-1.493688,0.547271,-4.014297,0.364391,0.844502,0.850838,do_max,train,10,6,100,0_baseline_LSTM
1.219484,0.766913,1.842381,1.100651,0.161018,-0.601332,-1.681841,0.45478,-5.507078,-0.985132,0.690414,0.874053,do_min,val,10,6,100,0_baseline_LSTM
1.274691,0.708546,1.897755,0.93501,0.146055,-0.620292,-1.647099,0.1568,-5.94265,-0.763399,0.626167,0.871035,do_mean,val,10,6,100,0_baseline_LSTM
1.700741,0.506721,3.149945,1.021151,0.164502,-0.580202,-2.503004,0.275735,-7.275376,-1.39511,0.443558,0.7627,do_max,val,10,6,100,0_baseline_LSTM
1.281647,0.732858,2.395292,0.825272,0.144534,-0.814433,-2.293529,-0.013268,-18.830546,-2.99513,0.675517,0.836806,do_min,val_times,10,6,100,0_baseline_LSTM
1.327802,0.687122,2.646755,0.988414,0.135649,-0.763722,-2.344727,-0.321879,-16.076862,-6.572648,0.623384,0.841045,do_mean,val_times,10,6,100,0_baseline_LSTM
1.679005,0.520374,3.646087,0.946454,0.147847,-0.718597,-2.959846,-0.081734,-7.730961,-4.920586,0.473603,0.749824,do_max,val_times,10,6,100,0_baseline_LSTM
1.085375,0.806815,1.061729,1.832372,0.176464,-0.103829,-0.735365,1.323504,-1.577365,-1.525081,0.788471,0.837579,do_min,train,10,7,100,0_baseline_LSTM
0.954096,0.849433,1.04509,1.371419,0.125498,-0.122578,-0.714136,0.8999,-1.945236,0.051226,0.868498,0.870938,do_mean,train,10,7,100,0_baseline_LSTM
1.263473,0.781692,2.281117,1.289893,0.131768,-0.041587,-1.657795,0.771881,-4.983531,0.309005,0.844507,0.817183,do_max,train,10,7,100,0_baseline_LSTM
1.309405,0.731272,1.874418,1.786174,0.170576,-0.401807,-1.729954,1.343503,-5.73535,-4.228025,0.65257,0.779559,do_min,val,10,7,100,0_baseline_LSTM
1.292532,0.700331,1.847449,1.579634,0.146516,-0.482754,-1.658891,1.125218,-5.579457,-4.033044,0.623806,0.796846,do_mean,val,10,7,100,0_baseline_LSTM
1.686292,0.515067,3.04011,1.878189,0.165104,-0.462183,-2.442063,1.470906,-6.708329,-7.102586,0.439474,0.68808,do_max,val,10,7,100,0_baseline_LSTM
1.262055,0.740963,2.255466,1.107773,0.136363,-0.835165,-2.189791,0.588564,-16.582888,-6.198438,0.711169,0.790119,do_min,val_times,10,7,100,0_baseline_LSTM
1.286381,0.706338,2.446318,0.982354,0.125156,-0.852935,-2.264495,0.357185,-13.588355,-6.480074,0.679394,0.794095,do_mean,val_times,10,7,100,0_baseline_LSTM
1.615966,0.555713,3.340181,1.065417,0.138836,-0.815537,-2.815404,0.788894,-6.32737,-6.502481,0.53581,0.714239,do_max,val_times,10,7,100,0_baseline_LSTM
1.095581,0.803165,1.043441,1.801536,0.175842,-0.128558,-0.721041,1.131833,-1.48934,-1.440811,0.78996,0.86137,do_min,train,10,8,100,0_baseline_LSTM
0.958771,0.847954,0.929101,1.372238,0.12663,-0.014095,-0.555152,0.774128,-1.327762,0.050091,0.866115,0.899503,do_mean,train,10,8,100,0_baseline_LSTM
1.300646,0.768657,2.118346,1.330705,0.136861,0.073199,-1.440553,0.737211,-4.160075,0.264587,0.832252,0.839776,do_max,train,10,8,100,0_baseline_LSTM
1.31256,0.729975,1.938881,1.073357,0.16847,-0.800133,-1.813216,0.577366,-6.206591,-0.887896,0.661094,0.837672,do_min,val,10,8,100,0_baseline_LSTM
1.249895,0.719775,1.831106,0.940608,0.141475,-0.688465,-1.621886,0.269263,-5.463563,-0.784576,0.649245,0.868601,do_mean,val,10,8,100,0_baseline_LSTM
1.650539,0.535413,3.022876,1.005844,0.158547,-0.583585,-2.349657,0.467488,-6.621184,-1.323842,0.483114,0.76575,do_max,val,10,8,100,0_baseline_LSTM
1.292074,0.728493,2.132965,0.662312,0.144968,-0.970322,-2.071623,-0.010738,-14.724804,-1.57313,0.673565,0.832394,do_min,val_times,10,8,100,0_baseline_LSTM
1.267467,0.71491,2.399014,0.825392,0.12802,-0.829732,-2.106037,-0.223115,-13.029623,-4.280682,0.664553,0.846436,do_mean,val_times,10,8,100,0_baseline_LSTM
1.631832,0.546946,3.378904,0.828821,0.142586,-0.75391300000000006,-2.656997,0.100082,-6.498246,-3.540321,0.510394,0.759601,do_max,val_times,10,8,100,0_baseline_LSTM
1.071502,0.811722,1.043689,2.000838,0.173884,0.156709,-0.774442,1.153252,-1.490522,-2.010731,0.794611,0.845766,do_min,train,10,9,100,0_baseline_LSTM
0.950673,0.850511,0.998202,1.490833,0.12441,0.142163,-0.720136,0.739277,-1.686886,-0.121195,0.870767,0.880843,do_mean,train,10,9,100,0_baseline_LSTM
1.220021,0.796449,2.1295,1.256228,0.127506,0.058033,-1.570761,0.503916,-4.214561,0.344602,0.854403,0.84017,do_max,train,10,9,100,0_baseline_LSTM
1.142904,0.795268,1.861455,1.32917,0.146323,-0.455431,-1.6901,0.83629,-5.642516,-1.895016,0.744343,0.83874,do_min,val,10,9,100,0_baseline_LSTM
1.163404,0.757216,1.721187,1.093277,0.133219,-0.445442,-1.449289,0.588839,-4.71086,-1.410897,0.688989,0.865043,do_mean,val,10,9,100,0_baseline_LSTM
1.604715,0.560851,2.953973,1.189739,0.156444,-0.441219,-2.182314,0.733492,-6.277712,-2.251237,0.496736,0.757848,do_max,val,10,9,100,0_baseline_LSTM
1.206338,0.76333,2.530872,0.834444,0.119829,-0.691379,-2.419738,0.434162,-21.139009,-3.084432,0.776964,0.769628,do_min,val_times,10,9,100,0_baseline_LSTM
1.216447,0.737399,2.508398,0.730292,0.11371,-0.635697,-2.211973,0.167784,-14.338164,-3.133924,0.735357,0.791144,do_mean,val_times,10,9,100,0_baseline_LSTM
1.588856,0.570495,3.379285,0.770624,0.134451,-0.670392,-2.653185,0.276468,-6.49994,-2.925097,0.564672,0.733273,do_max,val_times,10,9,100,0_baseline_LSTM
1.130702,0.790342,0.902536,2.063395,0.18936,0.153088,-0.592233,1.606254,-0.862419,-2.201937,0.756425,0.843344,do_min,train,10,0,100,1_metab_multitask
0.99714,0.835541,0.852017,1.633097,0.139966,0.205302,-0.494056,1.193165,-0.957533,-0.345387,0.83643,0.879502,do_mean,train,10,0,100,1_metab_multitask
1.329758,0.758185,2.155601,1.500742,0.146571,0.183456,-1.563557,0.98418,-4.343172,0.064637,0.807606,0.815194,do_max,train,10,0,100,1_metab_multitask
2.30391,0.086702,5.948152,2.156653,0.705949,-0.326342,-5.371933,2.011342,-4.592141,-56.938658,0.134645,0.011562,GPP,train,10,0,100,1_metab_multitask
1.95801,0.115044,2.573647,4.447001,NA,-0.008075,-2.412128,3.999489,-42.489509,-4.908567,NA,0.070373,ER,train,10,0,100,1_metab_multitask
2.268068,0.65741,5.661635,2.132951,0.480649,-0.455097,-5.107114,1.63899,-4.182176,-3.302188,0.479998,0.640799,K600,train,10,0,100,1_metab_multitask
0.324795,0.307463,0.883931,0.153,0.325544,-0.041067,-0.687269,0.134535,-1.5728,-21.077428,0.431539,0.334168,depth,train,10,0,100,1_metab_multitask
1.130921,0.964149,1.070253,1.43354,0.117051,0.328755,-0.558992,1.052631,0.09831,-0.176236,0.936639,0.973472,temp.water,train,10,0,100,1_metab_multitask
1.248035,0.755871,2.039347,1.206668,0.157885,-0.581089,-1.894689,0.70517,-6.972779,-1.385973,0.702344,0.840347,do_min,val,10,0,100,1_metab_multitask
1.194127,0.744224,1.805067,0.976911,0.135452,-0.569209,-1.585067,0.257191,-5.281045,-0.924988,0.678475,0.877729,do_mean,val,10,0,100,1_metab_multitask
1.715972,0.497847,3.193889,0.985291,0.168361,-0.620769,-2.473548,0.180878,-7.507879,-1.229842,0.417143,0.759854,do_max,val,10,0,100,1_metab_multitask
2.89684,-0.018305,7.827983,1.436311,0.905929,-0.836289,-7.183736,1.338113,-5.985305,-58.539225,0.167979,0.00261,GPP,val,10,0,100,1_metab_multitask
3.161351,0.035651,2.727452,7.968648,NA,0.833566,-2.482549,7.324479,-48.707835,-5.564404,NA,-0.025693,ER,val,10,0,100,1_metab_multitask
3.154683,0.131168,3.030219,5.676574,0.762502,1.747993,-2.267554,5.435197,-1.075248,-155.841898,-0.342823,0.365853,K600,val,10,0,100,1_metab_multitask
0.918678,-0.228086,2.394351,0.15312,0.626699,-0.490544,-2.223036,0.132464,-6.096675,-16.45541,0.039247,-0.076353,depth,val,10,0,100,1_metab_multitask
9.178698,-0.623727,17.51372,3.986225,0.907263,-6.171605,-17.258444,-0.386611,-214.044188,-5.806777,-1.046723,0.414548,temp.water,val,10,0,100,1_metab_multitask
1.236055,0.751526,2.487976,0.756469,0.135187,-0.772894,-2.435902,0.118531,-20.3949,-2.356749,0.71613,0.831658,do_min,val_times,10,0,100,1_metab_multitask
1.200507,0.744237,2.46561,0.962,0.122375,-0.669076,-2.189387,-0.276301,-13.819353,-6.173317,0.693488,0.858129,do_mean,val_times,10,0,100,1_metab_multitask
1.643857,0.540244,3.483981,1.06567,0.148348,-0.697627,-2.682341,-0.129397,-6.971859,-6.506049,0.470027,0.766462,do_max,val_times,10,0,100,1_metab_multitask
2.902237,0.031669,8.04977,1.64214,0.773203,-0.614429,-7.230467,1.496324,-4.861095,-50.820439,0.197418,-0.003364,GPP,val_times,10,0,100,1_metab_multitask
2.650785,0.135401,2.487967,6.885573,NA,0.31561,-2.227754,5.946954,-37.649225,-2.935233,NA,0.063069,ER,val_times,10,0,100,1_metab_multitask
2.482562,0.525432,3.799573,4.576553,0.52571,0.536179,-3.298,4.23948,-2.972274,-62.905364,0.249376,0.585466,K600,val_times,10,0,100,1_metab_multitask
0.542043,0.125701,1.513228,0.147522,0.449787,-0.151632,-1.404611,0.132958,-6.278832,-20.941144,0.361621,0.109531,depth,val_times,10,0,100,1_metab_multitask
6.282706,0.231102,14.62521,3.549641,0.668186,-2.48088,-12.789851,1.788867,-165.974108,-4.92651,0.165765,0.642566,temp.water,val_times,10,0,100,1_metab_multitask
1.098096,0.80226,1.016994,1.807736,0.174404,-0.068674,-0.737297,1.050159,-1.364752,-1.457638,0.793382,0.872652,do_min,train,10,1,100,1_metab_multitask
0.976955,0.842132,1.087473,1.298913,0.125309,-0.161664,-0.807007,0.616171,-2.18896,0.148895,0.868894,0.899093,do_mean,train,10,1,100,1_metab_multitask
1.335144,0.756222,2.509514,1.175167,0.135785,-0.219053,-1.972825,0.542704,-6.241717,0.426455,0.83488,0.814786,do_max,train,10,1,100,1_metab_multitask
2.37355,0.030655,6.101473,2.085437,0.717217,-0.447489,-5.558095,1.928956,-4.884144,-53.175387,0.1068,-0.04234,GPP,train,10,1,100,1_metab_multitask
1.907465,0.160144,2.456459,4.297414,NA,-0.003219,-2.250049,3.825385,-38.61917,-4.517751,NA,0.16694,ER,train,10,1,100,1_metab_multitask
2.333827,0.637256,5.23944,2.392177,0.497191,-0.581588,-4.540986,1.821928,-3.438112,-4.41146,0.44359,0.669835,K600,train,10,1,100,1_metab_multitask
0.345027,0.2185,0.94327,0.15734,0.355575,-0.109434,-0.78956,0.13781,-1.929824,-22.34757,0.32182,0.246175,depth,train,10,1,100,1_metab_multitask
1.41102,0.944192,1.753048,1.18956,0.119806,0.256143,-1.219742,0.218624,-1.419202,0.19007,0.933622,0.955053,temp.water,train,10,1,100,1_metab_multitask
1.295378,0.736998,1.859572,1.260259,0.172928,-0.705712,-1.732877,0.565945,-5.629084,-1.602615,0.64292,0.854252,do_min,val,10,1,100,1_metab_multitask
1.306135,0.69399,1.977931,1.11023,0.150163,-0.745268,-1.73201,0.27976,-6.541666,-1.486246,0.604843,0.861853,do_mean,val,10,1,100,1_metab_multitask
1.675369,0.52133,3.32498,1.213575,0.159221,-0.645981,-2.659714,0.600494,-8.220612,-2.382818,0.478706,0.743557,do_max,val,10,1,100,1_metab_multitask
2.776307,0.064672,7.39814,2.160697,0.939082,-0.510576,-6.783277,2.085273,-5.239225,-133.739119,0.105969,-0.028083,GPP,val,10,1,100,1_metab_multitask
3.463082,-0.157216,2.170143,8.672289,NA,1.306558,-1.958774,8.007243,-30.46931,-6.774877,NA,-0.12456,ER,val,10,1,100,1_metab_multitask
2.472958,0.466103,3.128606,4.174336,0.661242,0.89191,-2.050182,3.952779,-1.212197,-83.813346,-0.01284,0.584252,K600,val,10,1,100,1_metab_multitask
1.150147,-0.924905,2.64285,0.158643,1.510519,-0.745974,-2.490871,0.136441,-7.646176,-17.737452,-4.364548,-0.388192,depth,val,10,1,100,1_metab_multitask
2.749188,0.854333,5.257682,2.204152,0.279564,0.077908,-4.964189,1.758455,-18.380258,-1.081139,0.820136,0.805638,temp.water,val,10,1,100,1_metab_multitask
1.34022,0.707882,2.230095,1.020554,0.158792,-0.969816,-2.162268,-0.080479,-16.189551,-5.109545,0.608343,0.84569,do_min,val_times,10,1,100,1_metab_multitask
1.417478,0.643432,2.638954,1.136438,0.148859,-1.006467,-2.332554,-0.45402,-15.976342,-9.010632,0.546458,0.844501,do_mean,val_times,10,1,100,1_metab_multitask
1.771357,0.46616,3.787052,0.792497,0.155865,-1.002436,-3.122242,-0.026614,-8.419126,-3.151074,0.414959,0.737412,do_max,val_times,10,1,100,1_metab_multitask
2.861459,0.058689,7.82795,1.975862,0.785472,-0.556327,-7.080452,1.843643,-4.542528,-74.022894,0.171745,-0.029305,GPP,val_times,10,1,100,1_metab_multitask
2.754226,0.066607,2.236213,7.189564,NA,0.441824,-1.999286,6.133675,-30.223224,-3.290375,NA,0.034254,ER,val_times,10,1,100,1_metab_multitask
2.288784,0.596626,3.797788,3.62685,0.502632,0.12312,-2.963697,3.278625,-2.968543,-39.134654,0.313832,0.682045,K600,val_times,10,1,100,1_metab_multitask
0.70457,-0.477205,1.837448,0.149205,0.989999,-0.299633,-1.742443,0.134419,-9.732064,-21.444474,-2.075142,-0.328202,depth,val_times,10,1,100,1_metab_multitask
2.114386,0.912915,4.071997,2.18607,0.309684,0.189085,-3.6804229999999998,1.740171,-11.943744,-1.247803,0.82464,0.899551,temp.water,val_times,10,1,100,1_metab_multitask
1.106255,0.79931,1.070117,1.90084,0.176615,-0.009494,-0.814832,1.272295,-1.618251,-1.717311,0.788111,0.856917,do_min,train,10,2,100,1_metab_multitask
0.970746,0.844132,1.061321,1.432849,0.126405,-0.019784,-0.764944,0.880235,-2.037429,-0.035676,0.866591,0.890594,do_mean,train,10,2,100,1_metab_multitask
1.317654,0.762567,2.302822,1.334435,0.136362,0.048635,-1.765427,0.760463,-5.097941,0.260458,0.833474,0.823964,do_max,train,10,2,100,1_metab_multitask
2.1567,0.199686,5.431801,1.840341,0.659271,-0.188991,-4.821755,1.639117,-3.663389,-41.189489,0.245297,0.216084,GPP,train,10,2,100,1_metab_multitask
2.003385,0.073554,2.657406,4.394262,NA,-0.073268,-2.483406,3.906051,-45.366268,-4.769253,NA,0.081616,ER,train,10,2,100,1_metab_multitask
2.46278,0.596063,6.126163,2.484039,0.493067,-0.531816,-5.613694,2.042598,-5.067441,-4.83505,0.452782,0.557008,K600,train,10,2,100,1_metab_multitask
0.330228,0.2841,0.904915,0.163781,0.328633,-0.042172,-0.721002,0.153673,-1.696403,-24.298296,0.420698,0.28399,depth,train,10,2,100,1_metab_multitask
1.371163,0.9473,1.999874,1.2118390000000001,0.125433,-0.018425,-1.648759,0.01164,-2.1484,0.159447,0.92724,0.967564,temp.water,train,10,2,100,1_metab_multitask
1.211771,0.769852,2.10249,1.414324,0.154938,-0.550514,-1.958235,1.087818,-7.474133,-2.277841,0.713353,0.806456,do_min,val,10,2,100,1_metab_multitask
1.247447,0.720872,2.110102,1.076342,0.137824,-0.614544,-1.90602,0.596246,-7.583254,-1.336783,0.667113,0.838926,do_mean,val,10,2,100,1_metab_multitask
1.695005,0.510043,3.360752,1.192053,0.161843,-0.545895,-2.745695,0.767962,-8.420083,-2.263896,0.461396,0.721043,do_max,val,10,2,100,1_metab_multitask
2.702713,0.113602,6.722965,2.973694,1.004316,0.085863,-6.010576,2.85444,-4.152372,-254.21043,-0.022555,0.041155,GPP,val,10,2,100,1_metab_multitask
3.374689,-0.098895,2.557259,8.41936,NA,1.03863,-2.397577,7.792186,-42.697856,-6.32798,NA,-0.165916,ER,val,10,2,100,1_metab_multitask
2.148127,0.597149,3.369987,3.741439,0.563783,0.60769,-2.723218,3.469014,-1.56672,-67.134458,0.265891,0.614016,K600,val,10,2,100,1_metab_multitask
1.019416,-0.512187,2.530889,0.164686,0.832212,-0.58809,-2.359211,0.153523,-6.929127,-19.192101,-0.694193,-0.290555,depth,val,10,2,100,1_metab_multitask
2.546319,0.875038,6.047215,1.811219,0.284124,-0.943239,-5.924445,1.110129,-24.637856,-0.405271,0.81422,0.814473,temp.water,val,10,2,100,1_metab_multitask
1.27267,0.736587,2.767366,0.569287,0.131587,-0.839661,-2.682096,0.253294,-25.469825,-0.901077,0.731046,0.802621,do_min,val_times,10,2,100,1_metab_multitask
1.313164,0.693982,2.873659,0.566797,0.124922,-0.843094,-2.657327,-0.10908,-19.130329,-1.490144,0.680595,0.810285,do_mean,val_times,10,2,100,1_metab_multitask
1.66668,0.527389,3.74041,0.687342,0.141988,-0.793877,-3.154943,0.240091,-8.188538,-2.12256,0.514494,0.714914,do_max,val_times,10,2,100,1_metab_multitask
2.737932,0.138207,7.20758,2.520503,0.806811,-0.137785,-6.367126,2.313359,-3.698841,-121.083046,0.126131,0.090351,GPP,val_times,10,2,100,1_metab_multitask
2.817568,0.023181,2.553332,7.165242,NA,0.315052,-2.337419,6.157947,-39.70672,-3.261397,NA,-0.039973,ER,val_times,10,2,100,1_metab_multitask
2.10449,0.65897,4.168653,2.985048,0.423477,0.014474,-3.71284,2.56356,-3.781466,-26.187113,0.512932,0.64887,K600,val_times,10,2,100,1_metab_multitask
